Unnamed: 0,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context,sentiment
79760,Das hängt immer vom  Anlass ab!,SPD,Joachim Poß,CDU/CSU,Hansjürgen Doss,2000-05-10,47773,"ie in eigener Verantwortung als Unternehmer tätig sind. Wenn man die Mehrheit in einem Parlament wie dem unseren hat, ist es auch eine Frage nach dem guten Stil, ob man die Opposition zu Wort kommen lässt oder ob man sich lärmend und lachend über das, was aus tiefer Sorge vorgetragen wird, erhebt. (",0
379548,"Wir sind gar nicht böse, wenn ich das kurz zwischendurch bemerken darf!",CDU/CSU,Michael Grosse-Brömer,FDP,Otto Fricke,2020-12-08,172177,"öhe anstrebt – ja oder nein? Und wenn Sie sagen, dass Steuersenkungen falsch sind: Wollen Sie dann damit sagen, dass Sie diese Steuersenkungen und gleichzeitig auch noch die Steuersenkungen für Familien mit Kindern nur machen, weil die böse CDU da ist? Oder ist das einfach etwas unehrlich gewesen? (",0
211824,Das stimmt! Bei der  SPD müsste man das!,FDP,Serkan Tören,SPD,Rüdiger Veit,2010-02-26,97269,"Herr Präsident! Meine sehr verehrten Damen und  Herren Kollegen! Fast könnte man Sie hier alle namentlich begrüßen, so wie die Reihen gerade nicht besetzt  sind. Trotzdem vielen Dank für das Interesse. (",0
100674,Unfug!,CDU/CSU,von Stetten,GRÜNE,Volker Beck,2001-11-15,55109,bleibt bei der geltenden Regelung. (Beifall beim GRÜNE) Das BKA kann in seiner Funktion als Zentralstelle nur über andere Stellen Daten erheben. Personenbefragungen sind auch künftig nur bei einem konkreten Anfangsverdacht im Rahmen von strafrechtlichen Ermittlungen zulässig. (Dr. Wolfgang Freiherr ,0
237244,"Ja, was hat sie da  vor?",CDU/CSU,Volker Kauder,SPD,Ulrich Kelber,2011-06-09,106599,"rneuerbare-Energien-Gesetz zweimal abgelehnt, Herr Röttgen – er wird ja gleich noch reden – hat es abgelehnt; aber der Atomausstieg, Milliardeninvestitionen und 400 000 Jobs in Deutschland hängen am Erneuerbare-Energien-Gesetz. Was hat die schwarz-gelbe Bundesregierung jetzt mit diesem Gesetz vor? (",0
333692,Dann müssen wir innovativ sein!,GRÜNE,Anja Hajduk,CDU/CSU,Peter Altmaier,2018-07-03,150848,"en. Selbstverständlich muss der Markt auch gegen Missbrauch geschützt werden. Selbstverständlich gibt es Fälle, wo wir unsere industriepolitischen Interessen wahren wollen. Wenn wir wollen, dass auch unsere Kinder und Enkelkinder über ausreichend und gute Arbeitsplätze von hoher Qualität verfügen, (",0
88447,"Das Bundesverfassungsgericht hat Ihnen sogar bestätigt, dass Sie das vernachlässigt haben!",GRÜNE,Dr. Thea Dückert,CDU/CSU,Johannes Singhammer,2000-12-08,50797,"amilien mit Kindern im reichen Deutschland immer mehr auf der Schattenseite leben. 13832 (Dr. Thea Dückert [GRÜNE]: Wer hat das produziert?) Wir können sicherlich nicht alle finanziellen Aufwendungen für Kinder ausgleichen, aber wir müssen einen großen Schritt in Richtung mehr Gerechtigkeit gehen. (",0
386952,Dafür braucht man aber Tarifpartner!,DIE LINKE,Thomas Lutze,CDU/CSU,Jens Koeppen,2021-05-05,176867,"Die Tarifbindung im deutschen Handwerk ist verbesserungswürdig. – Das ist völlig klar. Unsere Frage war: Können wir Tarifbindung gesetzlich regeln? Wir haben lange darüber nachgedacht, wie das ginge. Wir sind dann zur Meinung gekommen, dass Tarifautonomie und Tarifpartnerschaft ein hohes Gut sind. (",0
326864,Na klar!,FDP,Konstantin Kuhle,CDU/CSU,Stefan Rouenhoff,2018-03-02,147618,"m der FDP hier und heute gleich jedwede Hoffnung zu nehmen: (Dr. Gero Clemens Hocker [FDP]: Was?) Wir lassen uns ganz sicher nicht von Ihnen aufs Glatteis führen. Ihnen geht es mit der Vorlage des Entwurfs eines Vertragsgesetzes nicht darum, CETA zu ratifizieren und vollständig in Kraft zu setzen. (",0
377123,Kommen Sie zum Thema!,AfD,Ulrike Schielke-Ziesing,CDU/CSU,Carsten Körber,2020-10-29,170592,"ar. Ich wünsche niemandem, krank zu werden, natürlich auch dann nicht, wenn er die Krankheit, an der er erkrankt, für ein Ammenmärchen hält. Gleichwohl – das muss ich sagen – ist Ihr Verhalten verantwortungslos. Ein Test am Dienstag kann keine Aussage über eine mögliche Infektion am Sonntag geben. (",0
398745,Hört! Hört!,DIE LINKE,Matthias W. Birkwald,DIE LINKE,Bernd Riexinger,2022-05-19,183281,ten die Zulieferer. Ich wohne in einer Automobilregion. Namhafte Zulieferer haben ihre Produktionsstandorte bereits nach Osteuropa verlagert und Tausende von Arbeitsplätzen vernichtet. Ich habe übrigens noch nie einen Bundes- oder Landespolitiker der CDU bei den Kundgebungen der IG Metall gesehen. (,0
58778,Unglaub,SPD,Wolf-Michael Catenhusen,SPD,Edelgard Bulmahn,1998-02-13,38417,"nister, der sich in der Öffentlichkeit gerne als Zukunftsminister präsentiert  und gar behauptet, er leiste seinen Beitrag zur Stärkung der Hochschulen, wenn er gleichzei tig einen  Haushalt vorlegt, der bis zum Jahre 2001 eine Kürzung der Hochschulausgaben von 3,5 auf 3,2 Milliarden DM vorsieht?  (",0
23274,Eine ganz kleine  ohne Mikrophon!,SPD,Ottmar Schreiner,CDU/CSU,Hans-Joachim Fuchtel,1993-09-09,14117,"ch Ihnen sagen,  daß dort der Vorsitzende des medizinischen Dienstes — —  (Abg. Ottmar Schreiner [SPD] meldet sich zu  einer Zwischenfrage)  — Ich habe schon ein paar Zwischenfragen beantwortet. Den Rest ein anderes Mal! Er beißt sonst noch das  Mikrophon vom Platz aus ab; das will ich vermeiden.  (",0
30875,Bei welcher Aus,SPD,Klaus Kirschner,CDU/CSU,Dr. Paul Hoffacker,1994-05-19,19469,"ch bin ganz dankbar, Herr Dr. Thomae, natürlich;  denn davon kann ich jetzt ein wenig zehren —, die meine Behauptung ganz klar belegt haben, daß das,  was die Koalition macht, richtig ist,  (Widerspruch bei der SPD)  und daß das Schweigen und das Zurückhalten der  SPD natürlich völlig falsch ist.  (",0
409325,"Kannst du was zum Gesetz sagen, Pascal?",CDU/CSU,Max Straubinger,FDP,Pascal Kober,2022-10-20,186869," Max Straubinger. Darauf hinzuweisen, werde ich jetzt nicht verzichten. Was die Steuerbelastung der Unternehmen anbetrifft, liegen wir mit über 30 Prozent international an der Spitze. Erst Anfang der Woche haben die Normenkontrollräte auf Bundes- und Landesebene eine gemeinsame Erklärung verfasst. (",0
49696,"Dann sagen Sie mal,  welche!",SPD,Elke Ferner,CDU/CSU,Bartholomäus Kalb,1996-11-28,32634,"t und damit auch  für die Frage des Erhalts und der Schaffung von Arbeitsplätzen.  Ich weiß sehr wohl - ich spreche das sehr offen an -,  daß es noch mehr gute begründete und sinnvolle  Verkehrsprojekte gäbe, die jedoch mit dem nun zu  beschließenden Haushalt nicht alle finanziert werden  können.  (",0
94070,Das haben Sie in der Vergangenheit gemacht!  Wilhelm Schmidt [Salzgitter] [SPD]: Unsinn!  Dr. Peter  Ramsauer [CDU/CSU]: Leider wahr!,SPD,Klaus Brandner,CDU/CSU,Dr. Maria Böhmer,2001-05-11,52913,"Herr Präsident! Liebe Kolleginnen und Kollegen! Diese Reform der Alterssicherung nach der Methode Riester geht eindeutig zulasten der sozial Schwächeren, der Frauen und der Familien. (",0
243569,Die hat Pfeiffer alle erfolgreich verhindert!,SPD,Ulrich Kelber,GRÜNE,Ingrid Nestle,2011-10-27,109293,"en loben Sie Rot-Grün. Sie loben die Ökosteuer, die Energieeinsparverordnung und die KfW-Programme. Sie loben all die grünen Projekte, die bis heute positiv wirken. In dieser Regierungsperiode gibt es kein schwarzgelbes Projekt, das relevant ist. (Beifall beim GRÜNE sowie bei Abgeordneten der SPD – ",0
327034,"Das Gesetz sagt, an jedem Punkt müssen die Grenzwerte eingehalten werden!",SPD,Kirsten Lühmann,CDU/CSU,Carsten Müller,2018-03-02,147676,"rselben Stelle wie im Jahr 2006. Merkwürdigerweise werden immer die Messstationen umgestellt, die einen besonders starken Rückgang der Schadstoffe aufweisen – man nennt das auch erschlichene Signifikanzen –; aber selbst die 87 verbliebenen ortsfesten Messstationen zeigen den dramatischen Rückgang. (",0
154209,"Na, na!",SPD,Jörg Tauss,CDU/CSU,Katherina Reiche,2005-04-14,71431,"ehört. (Beifall bei Abgeordneten der CDU/CSU – Willi Brase [SPD]: Wollen wir auch nicht! Wir wollen BAföG!) Annette Schavan hat zu Recht darauf hingewiesen, dass Studienbeiträge und Studienfinanzierung zusammen gesehen werden müssen. Sie hat sogar betont, dass das BAföG noch erhalten bleiben muss. (",0
268536,Bitte!,CDU/CSU,Manfred Grund,CDU/CSU,Thomas Bareiß,2013-02-28,119551,"watt in den letzten Jahren waren – gelinde ausgedrückt – nicht immer ganz sinnvoll. Deshalb ist der Punkt, den Sie ansprechen, sehr wichtig. Da sieht man, dass vieles fehlgesteuert wurde, viel Geld in Bereichen ausgegeben wurde, bei denen verhältnismäßig wenig herauszuholen ist. – Herzlichen Dank. (",0
411097,Eijeijei! Jetzt holen wir die alten Kamellen raus!,GRÜNE,Stefan Schmidt,CDU/CSU,Sebastian Brehm,2022-11-10,187311,"affung der Sanktionen bei Hartz IV. (Maximilian Mordhorst [FDP]: Fake News!) Im Bereich der Energie verteuern Sie die Energie künstlich, (Dr. Wolfgang Strengmann-Kuhn [GRÜNE]: Hören Sie doch auf, diese Unwahrheiten zu erzählen!) weil Sie die Abschaltung der Kernkraftwerke viel zu früh durchführen. (",0
392301,"Warum dürfen wir das nicht für die Pandemiebekämpfung einsetzen, wenn es der Wirtschaft und dem Klima dient?",GRÜNE,Sven-Christian Kindler,CDU/CSU,Andreas Mattfeldt,2022-01-27,180242," ins Leben gerufen wurde. Der EKF ist 2010 angelegt worden, damit wir die CO2-Einsparung gemäß den Pariser Klimazielen erreichen. Wir dürfen hier Projekte fördern, mit denen ein wissenschaftlicher und innovativer Mehrwert für die Wirtschaft, für die Energiesicherheit und für die Umwelt einhergeht. (",0
295755,Oh!,SPD,Dagmar Ziegler,DIE LINKE,Jan Korte,2015-06-12,132726,"as ist insbesondere zwischen uns eine beliebte Debatte –: Wenn Sie von der SPD für die Vorratsdatenspeicherung sind, dann sind Sie für die Linke übrigens nicht regierungsfähig – um das auch mal klar zu sagen und es zurückzugeben.  (Beifall bei der LINKEN sowie des Abg. Dr. Anton Hofreiter [GRÜNE] – ",0
174824,"Was wollen  Sie denn, Frau Bender?",CDU/CSU,Hartmut Koschyk,GRÜNE,Birgitt Bender,2007-02-02,79584,"cht mehr. Also könnten Sie wirklich ein Konzept vorlegen.  (Annette Widmann-Mauz [CDU/CSU]: Ich  kann nur lachen!) Ein Konzept, das sich mit den Finanzen befasst, gibt es bisher nicht. Die einen sprechen von privater Kapitaldeckung mit Kopfpauschale – davon sprach gerade auch der Kollege Scharf –, (",0
423989,Zu welchem Preis? Das ist die Frage!,AfD,Dr. Malte Kaufmann,FDP,Dr. Lukas Köhler,2023-03-30,191422," zur Gasversorgung. Und schau da: Die Gasspeicher sind richtig, richtig voll. (Dr. Malte Kaufmann [AfD]: Aber zu welchem Preis?) Überraschung! Da hat die Ampel ganz fantastisch funktioniert. Da haben wir genau das getan, was Sie hier einfordern. (Beifall bei der FDP sowie bei Abgeordneten der SPD – ",0
248511,Sehr gut!  Genau so!,CDU/CSU,Klaus-Peter Flosbach,FDP,Dr. Erik Schweickert,2012-01-19,111135,etzt?) Das suggeriert mir Ihr Antrag – sie schreiben von einer „echten Alternative“ – an vielen Stellen zu sehr. Die Bezahlung – das sollte man der Fairness halber sagen – ist keine Gewähr für eine gute Beratung. Ich kann auch viel bezahlen und schlecht beraten werden. Das muss man so offen sagen. (,0
363684,Herr Maaßen? Um Gottes willen! Den wollen wir nicht haben!,SPD,Dr. Karamba Diaby,AfD,Martin Hebner,2019-12-20,163639,"ale Pakt für Flüchtlinge verabschiedet worden. Gerade erst diese Woche fand das Globale Flüchtlingsforum in Genf statt. Es ist ein von Deutschland – genauer gesagt: vom Auswärtigen Amt, von Herrn Maaßen – veranstaltetes Forum. (Ursula Groden-Kranich [CDU/CSU]: Herr Maaßen war es nicht! Herr Maas! – ",0
246915,So ist es!,FDP,Patrick Döring,CDU/CSU,Steffen Bilger,2011-11-30,110358,"heiter als der Hermann!) Weder hat das Sichten alter Ministeriumsakten durch seine zahlreichen neuen Mitarbeiter und die gezielte Weitergabe an Journalisten zur Aufbauschung vermeintlicher Skandale etwas bewirkt, noch hat es funktioniert, die Regionen Baden-Württembergs gegeneinander auszuspielen. (",0
296393,Aber Dokumentation reicht nicht!,DIE LINKE,Dr. Kirsten Tackmann,CDU/CSU,Franz-Josef Holzenkamp,2015-06-19,133015,Antibiotikaeinsatz jedes landwirtschaftlichen Betriebs zu ermitteln und automatisch Reduktionsmaßnahmen auf den Weg zu bringen.  (Dr. Kirsten Tackmann [DIE LINKE]: Aber das reicht nicht!)  Hier sind wir hervorragend aufgestellt. Darüber dürfen wir uns auch einmal freuen.  (Beifall bei der CDU/CSU – ,0
250235,Da sitzt er! Friedrich heißt er!,GRÜNE,Jürgen Trittin,CDU/CSU,Dr. Angela Merkel,2012-02-27,111889,"nterstützung wird in Tranchen und immer vorbehaltlich der Erfüllung der Auflagen zur Verfügung gestellt. Ich kenne die Stimmen derer, die fragen, ob Griechenland nicht ein Fass ohne Boden sei, ein hoffnungsloser Fall, ob es nicht für alle besser sei, wenn Griechenland wieder die Drachme einführte, (",0
28286,Die Frau  Babel hat da nicht zugehört!,SPD,von Larcher,SPD,Konrad Gilges,1994-02-03,17353,". Gisela Babel [FDP]: Das hat er über-haupt nicht gesagt! — Dr. Uwe Jens [SPD]:  Das ist die FDP insgesamt!)  — Das hat er nicht wortwörtlich gesagt, aber er hat das  so zum Ausdruck gebracht. Er hat es so zum Ausdruck  gebracht, Frau Babel!  (Dr. Gisela Babel [FDP]: Was Sie da verste hen! — Detlev ",0
400341,Deshalb Schuldenbremse!,DIE LINKE,<unknown>,GRÜNE,Dr. Paula Piechotta,2022-06-03,183798,"rteilung zwischen Bund und Ländern im Jahr 2022 noch im Lot? (Beifall beim GRÜNE und bei der FDP sowie bei Abgeordneten der SPD) Welche Antworten versuchen wir darauf als Ampel zu geben? Wir sagen: Nein, wir können nicht auf die Erholungsphase warten. Wir müssen jetzt Zukunftsinvestitionen starten: ",0
265193,Oh!,CDU/CSU,Ralph Brinkhaus,CDU/CSU,Klaus-Peter Flosbach,2012-12-13,118084," einzelner  Finanzmarkt ohne Aufsicht und ohne Regelung sein  soll, gelungen ist. Dieser Satz, liebe Kolleginnen und Kollegen, stammt  von Peer Steinbrück aus dem Jahr 2009. Es war seine  letzte Rede hier im Deutschen Bundestag als Finanzminister. Er hat behauptet, er habe bereits alles reguliert. (",0
49140,Das glau,CDU/CSU,Kurt J. Rossmanith,SPD,Karl Diller,1996-11-26,32352,"n.  Das erste Ziel einer neuen Politik muß deshalb  sein: Arbeitslosigkeit bekämpfen, Arbeit schaffen.  Das Programm der Regierung Kohl, das sich „Programm für mehr Wachstum und Beschäftigung""  nennt, ist in Wirklichkeit ein Programm zur Steigerung der Arbeitslosigkeit und der Staatsverschuldung.  (",0
45963,"Daß Ihnen  die Ergebnisse wehtun, kann ich verste hen!",CDU/CSU,Wolfgang Zöller,SPD,Ingrid Matthäus-Maier,1996-06-14,29886,"gen Leuten sagen  muß, daß man sie nicht braucht, weil man keine Arbeitsplätze für sie hat?  (Beifall bei der SPD sowie bei Abgeordne ten der PDS - Wolfgang Zöller [CDU/CSU]:  So ein Unfug kann nur von Ihnen kommen!)  Nebenbei: Die Landtagswahlen vom 24. März wurden hier mehrfach erwähnt, ebenso,  (",0
295975,Sehr gut!,CDU/CSU,Volker Kauder,CDU/CSU,Graf Lerchenfeld,2015-06-18,132841,"oßen Schritt: Alleinerziehende werden endlich stärker entlastet.Seit 2004 – es wurde schon gesagt – war dieser Freibetrag unverändert. Er wird jetzt um fast 50 Prozent erhöht und ergänzt dadurch, dass für jedes weitere Kind, das zum Haushalt gehört, 240 Euro zusätzliche Entlastung gewährt werden.  (",0
196376,Und jetzt neu organisiert!,FDP,Ulrike Flach,SPD,Klaus Hagemann,2008-11-25,90420,"haos erlebt, weil die Zentralstelle für die Vergabe von Studienplätzen nicht funktioniert. Da schaue ich gerne zu Ihnen, Frau Flach, erstens weil sie in Nordrhein- Westfalen, in Dortmund, ist und zweitens weil Herr Pinkwart es in erster Linie war, der diese Stelle kaputt- und schlechtgeredet hat.  (",0
289831,Ihnen ging es nie um den Steuerzahler!,CDU/CSU,Andreas Mattfeldt,DIE LINKE,Dr. Diether Dehm,2015-01-15,129840," Schulden, die in privater Hand waren, in der Hand von Banken und Großspekulanten; die wären damals betroffen gewesen. Heute sind 88 Prozent der griechischen Staatsschulden in traurigem Besitz der europäischen Steuerzahler. Allein für die deutschen Steuerzahler geht es um rund 75 Milliarden Euro.  (",0
435241,Haben Sie ein Problem?,GRÜNE,Britta Haßelmann,AfD,Gereon Bollmann,2023-09-05,195001,"n dort festgestellt hat, dass 70 bis 80 Prozent der Kinder, die Transgender-Empfindungen haben, diese im Laufe der Zeit wieder von selbst verlieren. Auch in deutschen Psychiatriezentren werden solche medizinischen Diagnosen bestätigt. (Emilia Fester [GRÜNE]: Wollen Sie noch zum Haushalt sprechen? – ",0
242882,Keines!,SPD,Caren Marks,FDP,Nicole Bracht-Bendt,2011-10-20,108962,"chkeit, schwer erkrankte Verwandte zu pflegen und dafür die Berufstätigkeit auf 50 Prozent zu reduzieren, während die finanziellen Einbußen moderat bleiben. Meine Damen und Herren, der Gesetzentwurf löst nicht alle durch die demografische Entwicklung bestehenden Herausforderungen auf einen Schlag. (",0
221772,"Frau Fischbach, das ist doch billig!",SPD,Iris Gleicke,CDU/CSU,Ingrid Fischbach,2010-09-16,100777,"Sie sind da drin? Ich habe Sie da noch nie gesehen. (Dorothee Bär [CDU/CSU]: Er war noch nie da! – Diana Golze [DIE LINKE]: Er ist im Haushaltsausschuss!) Wahrscheinlich handelt es sich um eine Halluzination. Sie haben vorhin beklagt, dass die Ministerin zu den und den Punkten nichts gesagt hätte. (",0
281136,Das stimmt doch gar nicht!,CDU/CSU,Volker Kauder,DIE LINKE,Halina Wawzyniak,2014-05-07,125720,"enntnis nehmen, dass es einen Vergleich mit der Treuhandanstalt gegeben hat, nach dem wir finanziell bei null angefangen haben?  (Lachen bei der CDU/CSU – Tankred Schipanski [CDU/CSU]: Das ist ja lächerlich!)  – Ich weiß, dass Sie das nicht hören wollen. Sie haben das Geld der CDU Ost eingesackt.  (",0
428891,Knallharte Frage!,CDU/CSU,Dr. Hendrik Hoppenstedt,SPD,Dr. Kristian Klinck,2023-05-24,192985,"ie haben gemeinsam mit Herrn Staatssekretär Zimmer eine neue Weisung zur Straffung der Beschaffungsprozesse in Kraft gesetzt. Erläutern Sie, warum Sie zuversichtlich sind, dass dadurch die Probleme gelöst und die Prozesse zur Beschaffung von dringend benötigtem Material beschleunigt werden können! (",0
318958,"Wo er recht hat, hat er recht!",DIE LINKE,Matthias W. Birkwald,CDU/CSU,Tobias Zech,2017-03-24,143551,den Weg gebracht. (Sabine Weiss [Wesel I] [CDU/CSU]: So ist es!) Das ist die Wahrheit. Ihr habt die sachgrundlose Befristung eingeführt. (Beifall bei der CDU/CSU sowie bei Abgeordneten der LINKEN) Immer kurz vor den Wahlen wollt ihr sie wieder abschaffen. Nach den Wahlen wird das wieder vergessen. (,0
374583,Alle Demokraten!,GRÜNE,Lisa Badum,AfD,Martin Hohmann,2020-09-29,169530,"ht? Über Jahrzehnte hatten wir ein zuverlässiges System der Grundlastversorgung. (Timon Gremmels [SPD]: Süße alte Märchen!) Atomkraftwerke und Kohlekraftwerke stellten diese sicher. In einem großen Konsens von Rot-Rot über Grün, Schwarz, Rot und Gelb (Timon Gremmels [SPD]: Also alle Vernünftigen! – ",0
443689,Das war eigentlich eine ganz einfache Frage!,GRÜNE,Beate Müller-Gemmeke,CDU/CSU,Stephan Stracke,2023-11-09,197804,"er Krisenrücklage immer schlechter. Das ist Ihre Politik, Herr Rosemann. (Beate Müller-Gemmeke [GRÜNE]: Die Fragen sind nicht beantwortet!) Das ist die Politik von Linksliberal. (Beifall bei der CDU/CSU) Wir legen hier den Finger in die Wunde, weil Sie in diesem Bereich tatsächlich falsch handeln. (",0
210198,Die bereiten die  Fusion mit der Linken vor!,FDP,<unknown>,CDU/CSU,Peter Aumer,2010-01-28,96784,"  die Frage auf: Gehört die Bayern-SPD mittlerweile zur  Klientel der CSU? Meines Erachtens sollte sich die SPD  in Bayern vergegenwärtigen, dass sie, nur weil wir das  getan haben, was die SPD gefordert hat, noch nicht zur  Klientel der CSU gehört.(Beifall bei Abgeordneten der CDU/CSU und  der FDP ",0
283523,Das stimmt aber nicht! Das sieht der Rechnungshof ganz anders!,GRÜNE,Sven-Christian Kindler,CDU/CSU,Alexander Dobrindt,2014-06-27,126778,"vestitionshochlaufs ist die Ausweitung der ÖPP-Projekte. Ich weiß, dass wir – das ist übrigens nicht neu – seit vielen Jahren immer wieder darüber diskutieren: Kann man sie optimieren, kann man sie verbessern? Führen wir in jedem Einzelfall den Nachweis der Wirtschaftlichkeit? Ja, wir führen ihn,  (",0
442463,Das ist den Grünen egal!,AfD,Dr. Götz Frömming,AfD,Dr. Rainer Kraft,2023-10-20,197430,"de, Vizeminister für Ressourcen und Energie der Republik Mosambik, gut zusammen: dass nämlich eine Nation, in der nur jeder zweite überhaupt einen Stromanschluss hat, keine Energie für den Export übrig haben kann, solange nicht jeder im Land Zugang zu preiswerter Energie hat. (Beifall bei der AfD – ",0
46954,"Das muß man  natürlich wissen, bevor man falsche  Behauptungen aufstellt!",CDU/CSU,Geit Willner,CDU/CSU,Matthias Wissmann,1996-09-10,30755,"Task force für die  Kontrolle an den Rampen inzwischen erfolgt ist und  daß kein Zweifel daran bestehen kann - da die ersten Leute bereits eingestellt sind -, daß bis zum  Ende des Jahres alle diese Mitarbeiter so, wie auch  von „Cockpit"", der Pilotenvereinigung, gefordert, zur  Verfügung stehen?  (",0
288556,"Na, erst mal ist da ja der Schäuble/Scholz",GRÜNE,Kerstin Andreae,DIE LINKE,Dr. Axel Troost,2014-12-03,129255,Vorstellungen gibt: Entweder will man den Soli ganz abschaffen als Ausgleich für die kalte Progression oder die Zweckbindung anders definieren oder ihn – das ist in der Tat der Vorschlag der Ministerpräsidentinnen und Ministerpräsidenten der rot-grünen Länder – in die Einkommensteuer integrieren.  (,0
88144,Das ist doch illusorisch! Da machen doch nicht alle mit!,SPD,Rudolf Bindig,FDP,Sabine Leutheusser-Schnarrenberger,2000-12-07,50704,"r im Menschenrechtsausschuss durchgeführt haben, hätte ich mir angesichts der breiten Übereinstimmung unter den Ausschussmitgliedern gewünscht – das sage ich ganz ehrlich –, dass wir uns dort mit der Einbringung eines gemeinsamen Antrags „Flüchtlingsschutz als Menschenrechtsschutz“ befasst hätten. (",0
106481,Unerhört! ,SPD,<unknown>,SPD,Thomas Sauer,2002-02-28,56512," Krankenkassenbeiträge in den neuen Bundesländern, wie Sie sie durch den Antrag beim Bundesverfassungsgericht herbeiklagen wollen, wären eine unerträgliche zusätzliche Belastung für die ostdeutsche Ökonomie insgesamt. (Beifall bei der SPD) Wer den Risikostrukturausgleich aushebeln will, wie Bayern, ",0
297252,Auf den Inhalt kommt es an!,GRÜNE,Elisabeth Scharfenberg,CDU/CSU,Helmut Heiderich,2015-09-08,133544,", dass wichtige Vorhaben auf den Sankt-Nimmerleins-Tag verschoben werden, wie die Einführung des neuen Pflegebegriffs, eine Krankenhausreform oder das Präventionsgesetz. Ich glaube, die Entwicklung zeigt, wie weltfern die Grünen mit ihren Behauptungen sind. Denn das Präventionsgesetz ist in Kraft. (",0
315222,Er ist im Übrigen durch die Grünen mit eingeführt worden!,SPD,Sönke Rix,GRÜNE,Dr. Wolfgang Strengmann-Kuhn,2016-12-15,141835,"eld kosten, aber das Geld würde nicht unbedingt bei den Kindern, die es am nötigsten brauchen, ankommen. Das ist nicht der Weg, den wir Grüne gehen wollen. Der Kinderzuschlag gehört grundlegend reformiert. Eigentlich gehört er in der Form, in der er jetzt besteht, abgeschafft. (Beifall beim GRÜNE – ",0
260139,Genau!,CDU/CSU,<unknown>,CDU/CSU,Norbert Barthle,2012-10-18,116008,"haft, für wettbewerbsfähige Staaten. Daran darf man  nicht rütteln. Deshalb appelliere ich vor allem an die Opposition, von eventuellen Überlegungen, einen Anti- Banken-Wahlkampf zu führen, Abstand zu nehmen. Wer  das macht, schadet nicht nur der Wirtschaft, sondern  auch dem europäischen Gedanken. ",0
203168,Da haben Sie sich aber ein bisschen vertan!,SPD,Christoph Strässer,FDP,Burkhardt Müller-Sönksen,2009-05-07,93684,", mindestens doch die wesentliche Aufgabe der Strafe ist, zu resozialisieren, den Menschen zu bessern. Wir Liberale werden die künftigen europäischen Initiativen weiterhin aktiv begleiten und ab September hoffentlich auch aktiv gestalten.  Vielen Dank für Ihre Aufmerksamkeit. (Beifall bei der FDP – ",0
72890,Dazu hat Polenz nichts gesagt!,GRÜNE,Christian Sterzing,GRÜNE,Angelika Beer,1999-10-29,44982,ferungen von außen aufgeheizt werden. Das ist unser Verständnis von präventiver Außen- und Sicherheitspolitik. Dafür wollen wir gern Garant sein. Hier können Sie zwischen Rot und Grün kein Blatt und auch keinen Leo schieben. Das ist die politische Grundaussage. (Beifall beim GRÜNE und bei der SPD – ,0
257673,Das ist eine gute  Frage!,GRÜNE,Friedrich Ostendorff,SPD,Heinz Paula,2012-06-29,115099,"rüber im Ausschuss bisher.  Ich greife nur einen einzigen Punkt heraus – Zitat –: Die Praxis des Schwänzekupierens bei Ferkeln wird  aus Tierschutzsicht zu Recht kritisiert. Was tun Sie denn, um an dieser Stelle gegenzusteuern? (Beifall bei der SPD sowie bei Abgeordneten  der LINKEN und des GRÜNE – ",0
27123,"Na, na, na!",CDU/CSU,<unknown>,SPD,Marion Caspers-Merk,1993-12-09,16568,"ansätze in  der Umweltpolitik besonders schwer, denn sie treffen  auf eine gewaltige Front der Ablehnung, weil viele in  der Krise die Chance sehen — das bemerke ich vor  allen Dingen bei den konservativen Kollegen in der  Enquete-Kommission —, einen ökologischen Rollback mit Erfolg durchzusetzen.  ",0
210759,Sie glauben es nicht  selbst!,FDP,Ulrike Flach,SPD,Steffen-Claudio Lemme,2010-01-29,96906,"zit abzuwenden. (Ulrike Flach [FDP]: Bei Ihnen sind es elf  Jahre!) – Bei mir nicht. In der Konsequenz führen dieses wochenlange Stillhalten und Ignorieren der Realitäten des Bundesministers nun zu Zusatzbeiträgen. Ich behaupte schlicht, Herr  Dr. Rösler fährt hier eine Art Tabula-rasa-Strategie.  (",0
458684,Aber nicht die  Landwirtschaft abschaffen!,CDU/CSU,Dieter Stier,SPD,Dr. Franziska Kersten,2024-04-11,202144,"limabilanz. Warum? Ein Hektar Grünland, der umgebrochen  wird, würde 6 Tonnen CO2-Emissionen verursachen. (Artur Auernhammer [CDU/CSU]: Irgendeiner muss fressen!) Beispiel Nummer drei. Boden ist eigentlich das wichtigste Gut unserer Landwirte. Wir müssen Bodenleben  fördern und Erosion verhindern. (",0
195828,Ohne Parlament und nach  den Bundestagswahlen will er das machen!,FDP,Dirk Niebel,SPD,Andrea Nahles,2008-11-12,90087,"r Arbeitslosenversicherung per Gesetz auf 3,0 Prozent zu reduzieren und ihn dann weiter auf 2,8 Prozent zu senken. Für den Fall aber, dass sich die Lage dramatisch entwickelt, hat der Arbeitsminister die Möglichkeit – dies wurde eben schon von Klaus Brandner ausgeführt –, per einfacher Verordnung  (",0
