name,party,BT-Period
Emil Solke,CDU,7
Gerd Springorum,CDU,7
Werner Staak,SPD,7
Karl-Heinz Stienen,SPD,7
Maria Stommel,CDU,7
Walter Suck,SPD,7
Kurt Thürk,CDU,7
Max Vehar,CDU,7
Franz Vit,SPD,7
Carl-Ludwig Wagner,CDU,7
Leo Wagner,CSU,7
Manfred Wende,SPD,7
Günter Wichert,SPD,7
Karl Wienand,SPD,7
Erika Wolf,CDU,7
Willi Wolf,SPD,7
Gottfried Wurche,SPD,7
Siegfried Zoglmann,CSU,7
Eduard Adorno,CDU,6
Franz Josef Bach,CDU,6
Hans-Joachim Baeuchle,SPD,6
Bernhard Balkenhol,CDU,6
Hans Bals,SPD,6
Willy Bartsch,SPD,6
Hannsheinz Bauer,SPD,6
Hans Bay,SPD,6
Karl Bechert,SPD,6
Josef Becker,CDU,6
Ernst Benda,CDU,6
August Berberich,CDU,6
Franz Berding,CDU,6
Karl Bergmann,SPD,6
August Berlin,SPD,6
Otto Bittelmann,CDU,6
Theodor Blank,CDU,6
Fritz Böhm,SPD,6
Günter Böhme,CDU,6
William Borm,FDP,6
Hans-Ulrich Brand,SPD,6
Bruno Brandes,CDU,6
Aenne Brauksiepe,CDU,6
Valentin Brück,CDU,6
Eberhard Brünen,SPD,6
Alfred Burgemeister,CDU,6
Roland Cantzler,CSU,6
Johann Cramer,SPD,6
Ralf Dahrendorf,FDP,6
Valentin Dasch,CSU,6
Hans Dichgans,CDU,6
Emmy Diemer-Nicolaus,FDP,6
Stefan Dittrich,CSU,6
Friedhelm Dohmann,SPD,6
Wolfram Dorn,FDP,6
Heinrich Draeger,CDU,6
Wilhelm Dröscher,SPD,6
Felix Eckardt,CDU,6
Georg Ehnes,CSU,6
Ilse Elsner,SPD,6
Walter Faller,SPD,6
Erwin Folger,SPD,6
Brigitte Freyh,SPD,6
Walter Fritsch,SPD,6
Hans Furler,CDU,6
Karl Gatzen,CDU,6
Ingeborg Geisendörfer,CSU,6
Udo Giulini,CDU,6
Franz Gleissner,CSU,6
Hermann Glüsing,CDU,6
Leo Gottesleben,CDU,6
Annemarie Griesinger,CDU,6
Karl Theodor Guttenberg,CSU,6
Hermann Haage,SPD,6
Christian Albrecht Haas,FDP,6
Erwin Häussler,CDU,6
Walter Hallstein,CDU,6
Hermann Hansing,SPD,6
Heinz Hartnack,CDU,6
Alfred Hein,CDU,6
Udo Hein,SPD,6
Walther Hellige,CDU,6
Wilhelm Helms,FDP,6
Maria Henze,CDU,6
Luise Herklotz,SPD,6
Herbert Hermesdorf,CDU,6
Martin Hirsch,SPD,6
Hans Hörmann,SPD,6
Alphons Horten,CDU,6
Lambert Huys,CDU,6
Maria Jacobi,CDU,6
Werner Jacobi,SPD,6
Gerhard Jungmann,CDU,6
Margot Kalinke,CDU,6
Hans Katzer,CDU,6
Gerhard Kienbaum,FDP,6
Arthur Killat,SPD,6
Arthur Killat-von Coreth,SPD,6
Marie-Elisabeth Klee,CDU,6
Gisbert Kley,CSU,6
Gerhard Koch,SPD,6
Peter-Michael Koenig,SPD,6
Heinrich Köppler,CDU,6
Richard Kohlberger,SPD,6
Georg Kotowski,CDU,6
Karl Krammig,CDU,6
Edith Krappe,SPD,6
Herbert Kriedemann,SPD,6
Edeltraud Kuchtner,CSU,6
Walter Langebeck,SPD,6
Ellen Lauterbach,SPD,6
Albert Leicht,CDU,6
Ernst Lemmer,CDU,6
Hubert Lemper,SPD,6
Eduard Lensing,CDU,6
Franz Lenze,CDU,6
Harry Liehr,SPD,6
Walter Löhr,CDU,6
Uwe Looft,CDU,6
Rudi Lotze,SPD,6
Paul Lücke,CDU,6
Wilhelm Maibaum,SPD,6
Ernst Majonica,CDU,6
Franz Marx,SPD,6
Kurt Matthes,SPD,6
Siegfried Meister,CDU,6
W. Alexander Menne,FDP,6
Otto Menth,CSU,6
Wilhelm Michels,SPD,6
Josef Müller,CDU,6
Rudolf Müller,CDU,6
Hans Müthling,SPD,6
Georg Neemann,SPD,6
Günter Nordenskjöld,CDU,6
Elisabeth Orth,SPD,6
Anton Ott,CSU,6
Georg Peters,SPD,6
Heinz Pöhler,SPD,6
Wolfgang Pohle,CSU,6
Ludwig Preiß,CDU,6
Herbert Prochazka,CSU,6
Joachim Raffert,SPD,6
Will Rasner,CDU,6
Gerhard Reischl,SPD,6
Hans Richarts,CDU,6
Clemens Riedel,CDU,6
Fritz Rinderspacher,SPD,6
Günter Rinsche,CDU,6
Edelhard Rock,CDU,6
Josef Rösing,CDU,6
Kurt Ross,SPD,6
Thomas Ruf,CDU,6
Wolfgang Rutschke,FDP,6
Peter Säckl,SPD,6
Marta Schanzenbach,SPD,6
Christoph Schiller,SPD,6
Karl Schiller,SPD,6
Albrecht Schlee,CSU,6
Günter Schlichting von Rönn,CDU,6
Carlo Schmid,SPD,6
Klaus Schmid-Burgk,CDU,6
Ferdinand Schmidt,SPD,6
Horst Schmidt,SPD,6
Otto Schmidt,CDU,6
Walter Schmidt,SPD,6
Karl-Heinz Schmitz,CDU,6
Kurt Schmücker,CDU,6
Herbert Schneider,CDU,6
Kurt Schober,CDU,6
Erwin Schoettle,SPD,6
Wolfgang Schollmeyer,SPD,6
Heinrich Schröder,CDU,6
Georg Schulhoff,CDU,6
Fritz-Rudolf Schultz,FDP,6
Max Seidel,SPD,6
Hans Stefan Seifriz,SPD,6
Elfriede Seppi,SPD,6
Franz Seume,Plos,6
J. Hermann Siemer,CDU,6
German Otto Stehle,CDU,6
Gustav Stein,CDU,6
Julius Steiner,CDU,6
Friedrich-Karl Storm,CDU,6
Käte Strobel,SPD,6
Alois Strohmayr,SPD,6
Detlef Struve,CDU,6
Harry Tallert,SPD,6
Richard Tamble,SPD,6
Franz-Lorenz Thadden,CDU,6
Peter Tobaben,CDU,6
Franz Xaver Unertl,CSU,6
Franz Varelmann,CDU,6
Franz Weigl,CSU,6
Heinrich Welslau,SPD,6
Helmut Wendelborn,CDU,6
Rudolf Werner,CDU,6
Bernhard Winkelheide,CDU,6
Konrad Adenauer,CDU,5
Hermann Ahrens,SPD,5
Luise Albertz,SPD,5
Adolf Arndt,SPD,5
Heinrich Auge,SPD,5
Harri Bading,SPD,5
Siegfried Balke,CSU,5
Andreas Baltes,SPD,5
Josef Bauer,CSU,5
Bernhard Bauknecht,CDU,5
Konstantin Bayern,CSU,5
Helmut Bazille,SPD,5
Fritz Berendsen,CDU,5
Margarete Heise,SPD,5
Margarete Berger-Heise,SPD,5
Anton Besold,CSU,5
Willi Beuster,SPD,5
Lucie Beyer,SPD,5
Lucie Kurlbaum-Beyer,SPD,5
Peter Blachstein,SPD,5
Hans Blöcker,CDU,5
Irma Blohm,CDU,5
Friedrich Blume,SPD,5
Peter Wilhelm Brand,CDU,5
Josef Braun,SPD,5
Heinz Brenck,CSU,5
Wilhelm Brese,CDU,5
Ewald Bucher,FDP,5
Heinz Budde,CDU,5
Karl August Bühler,CDU,5
Fritz Büttner,SPD,5
Hermann Busse,FDP,5
Hermann Conring,CDU,5
Fritz Corterier,SPD,5
Rolf Dahlgrün,FDP,5
Thomas Dehler,FDP,5
Arved Deringer,CDU,5
Hermann Diebäcker,CDU,5
Bruno Diekmann,SPD,5
Hermann Dortans,SPD,5
Walter Eckhardt,CSU,5
Josef Effertz,FDP,5
Otto Eisenmann,FDP,5
Alexander Elbrächter,CDU,5
Hans Georg Emde,FDP,5
Arthur Enk,CDU,5
Elisabeth Enseling,CDU,5
Fritz Erler,SPD,5
Fritz Eschmann,SPD,5
Bert Even,CDU,5
Karl-Heinz Exner,CDU,5
Franz Falke,CDU,5
Josef Felder,SPD,5
Adolf Feuring,SPD,5
Werner Figgen,SPD,5
Jakob Franzen,CDU,5
Günter Frede,SPD,5
Martin Frey,CDU,5
Heinz Frieler,CDU,5
Friedrich Fritz,CDU,5
Karl-Walter Fritz,SPD,5
Gustav Gemmingen-Hornberg,FDP,5
Eugen Gerstenmaier,CDU,5
Paul Gibbert,CDU,5
Max Güde,CDU,5
Karl Hahn,CDU,5
Heinrich Hamacher,SPD,5
Ludwig Hamm,FDP,5
Herbert Hauffe,SPD,5
Gustav W. Heinemann,SPD,5
Gustav Heinemann,SPD,5
Josef Hellenbrock,SPD,5
Hermann Herberts,SPD,5
Carl Hesberg,CDU,5
Hedda Heuser,FDP,5
Hedda Heuser-Schreiber,FDP,5
Anton Hilbert,CDU,5
Franz Höhne,SPD,5
Ernst Hölzle,SPD,5
Fritz Wilhelm Hörauf,SPD,5
Heinrich Hörnemann,CDU,5
Josef Hofmann,CDU,5
Heinrich Holkenbrink,CDU,5
Lieselotte Holzmeister,CDU,5
Elinor Hubert,SPD,5
Adalbert Hudak,CSU,5
Klaus Hübner,SPD,5
Josef Hufnagel,SPD,5
Rudolf Hussong,SPD,5
Joseph Illerhaus,CDU,5
Hans Ils,SPD,5
Wolfgang Imle,FDP,5
Hans Iven,SPD,5
Wenzel Jaksch,SPD,5
Nikolaus Jürgensen,SPD,5
Friedrich Karius,SPD,5
Johann Klein,CDU,5
Ingeborg Kleinert,SPD,5
Ludwig Knobloch,CDU,5
Jakob Koenen,SPD,5
Willy Könen,SPD,5
Hermann Kopf,CDU,5
Lisa Korspeter,SPD,5
Ursula Krips,SPD,5
Heinrich Krone,CDU,5
Georg Krug,CSU,5
Werner Kubitza,FDP,5
Paul Kübler,SPD,5
Friedrich Kühn,CDU,5
Ernst Kuntscher,CDU,5
Werner Kunze,SPD,5
Georg Kurlbaum,SPD,5
Aloys Lenz,CDU,5
Hans Lenz,FDP,5
Edmund Leukert,CSU,5
Heinrich Lindenberg,CDU,5
Dorothea Lösche,SPD,5
Adolf Mauk,FDP,5
Agnes Katharina Maxsein,CDU,5
Hans Meis,CDU,5
Theodor Mengelkamp,CDU,5
Hans-Joachim Merkatz,CDU,5
Hans Merten,SPD,5
Ludwig Metzger,SPD,5
Herwart Miessner,FDP,5
Artur Missbach,CDU,5
Anna Mönikes,CDU,5
Karl Mommer,SPD,5
Heinz Morgenstern,SPD,5
Bernhard Mühlhan,FDP,5
Karl Müller,SPD,5
Willi Müller,SPD,5
Willy Müller,SPD,5
Willi Müser,CDU,5
Alfred Nann,SPD,5
Peter Nellen,SPD,5
Franz Neumann,SPD,5
Alois Niederalt,CSU,5
Gerhard Philipp,CDU,5
Elisabeth Pitz-Savelsberg,CDU,5
Werner Porsch,FDP,5
Josef Porten,CDU,5
Maria Probst,CSU,5
Egon Wilhelm Theodor Ramms,FDP,5
Friedrich Rau,SPD,5
Karl Regling,SPD,5
Reinhold Rehs,CDU,5
Martin Reichmann,FDP,5
Hermann Alexander Reinholz,CDU,5
Wilhelm Reitz,SPD,5
Karl Riegel,SPD,5
Johannes Baptist Rösler,CDU,5
Margarete Rudoll,SPD,5
Hermann Saam,FDP,5
Fritz Sänger,SPD,5
Heinrich Sander,FDP,5
Manfred Schlager,CSU,5
Helmut Schlüter,SPD,5
Elisabeth Schwarzhaupt,CDU,5
Hans-Christoph Seebohm,CDU,5
Max Seither,SPD,5
Günther Serres,CDU,5
Walter Seuffert,SPD,5
Edmund Sinn,CDU,5
Josef Spies,CSU,5
Wolfgang Stammberger,SPD,5
Hans-Werner Staratzke,FDP,5
Josef Stecker,CDU,5
Franz Stein,SPD,5
Fritz Steinhoff,SPD,5
Willy Steinmetz,CDU,5
Heinrich Stephan,SPD,5
Georg Stiller,CSU,5
Josef Stingl,CDU,5
Heinrich Stooss,CDU,5
Adolf Süsterhenn,CDU,5
Theodor Teriete,CDU,5
Hans Toussaint,CDU,5
Wilhelm Urban,SPD,5
Hans Verbeek,CDU,5
Felix Vittinghoff-Schell,CDU,5
Bernhard Vogel,CDU,5
Karl-Heinz Vogt,CSU,5
Gerold Wächter,FDP,5
Eduard Wahl,CDU,5
Fritz Walter,FDP,5
Erich Weiland,CDU,5
August Weimer,CDU,5
Erwin Welke,SPD,5
Hans Wellmann,SPD,5
Helene Wessel,SPD,5
Karl Wieninger,CSU,5
Hans Wilhelmi,CDU,5
Heinrich Wilper,CDU,5
Franz-Josef Wuermeling,CDU,5
Heinrich Wullenhaupt,CDU,5
Edwin Zerbe,SPD,5
Annemarie Ackermann,CDU,4
Jakob Altmaier,SPD,4
Artur Anders,SPD,4
Josef Arndgen,CDU,4
Albrecht Aschoff,FDP,4
Karl Atzenroth,FDP,4
Fritz Baade,SPD,4
Rudolf Bäumer,SPD,4
Albert Baldauf,CDU,4
Paul Bausch,CDU,4
Curt Biegler,SPD,4
Adolf Bieringer,CDU,4
Willi Birkelbach,SPD,4
Otto Bismarck,CDU,4
Paul Bleiß,SPD,4
Hildegard Bleyler,CDU,4
Ernst Bodelschwingh,CDU,4
Franz Böhm,CDU,4
Georg Böhme,CDU,4
Max Brauer,SPD,4
Julius Brecht,SPD,4
Heinrich Brentano,CDU,4
August Bruse,SPD,4
Gerd Bucerius,CDU,4
Richard Burckardt,FDP,4
Arthur H. Busch,SPD,4
Arthur Busch,SPD,4
Werner Danz,FDP,4
Heinrich Deist,SPD,4
J.F. Volrad Deneke,FDP,4
Clara Döhring,SPD,4
Wolfgang Döring,FDP,4
Wolfram Dörinkel,FDP,4
Wilhelm Dopatka,SPD,4
Hans Drachsler,CSU,4
August Dresbach,CDU,4
Hermann Ehren,CDU,4
Ernst Theodor Eichelbaum,CDU,4
Ernst Engelbrecht-Greve,CDU,4
Margarete Engländer,CDU,4
Franz Etzel,CDU,4
Johannes Even,CDU,4
Hermann Finckh,CDU,4
Hedi Flitz,FDP,4
Ferdinand Friedensburg,CDU,4
Gerhard Fritz,CDU,4
Friedrich Funk,CSU,4
Walter Gaßmann,CDU,4
Gustav-Adolf Gedat,CDU,4
Albrecht Gehring,CDU,4
Helmut Geiger,CSU,4
Walter Richard Gerlich,CDU,4
Heinrich Gerns,CDU,4
Christian Giencke,CDU,4
Wilhelm Goldhagen,CDU,4
Wilhelm Gontrum,CDU,4
Karl Gossel,CDU,4
Bernhard Günther,CDU,4
Centa Haas,CSU,4
Marlis Hagen,CDU,4
Wilhelm Hahn,CDU,4
Walter Hammersen,FDP,4
Fritz Haniel-Niethammer,CSU,4
Walter Harm,SPD,4
Johann Harnischfeger,CDU,4
Johann Karl Heide,SPD,4
Rudolf-Ernst Heiland,SPD,4
Martin Heix,CDU,4
Clemens Hesemann,CDU,4
Josef Höchst,CDU,4
Heinrich Höfler,CDU,4
Wilhelm Hoegner,SPD,4
Matthias Hoogen,CDU,4
Peter Horn,CDU,4
Viktor Hoven,FDP,4
Karl Hübner,FDP,4
Eugen Huthmacher,CDU,4
Peter Jacobs,SPD,4
Hellmut Kalbitzer,SPD,4
Karl Kanka,CDU,4
Irma Keilhack,SPD,4
Ernst Keller,FDP,4
Emil Kemmer,CSU,4
Alma Kettig,SPD,4
Emilie Kiep-Altenloh,FDP,4
Liesel Kipp-Kaule,SPD,4
Günter Klein,SPD,4
Friedrich Knorr,CSU,4
Oswald Adolph Kohut,FDP,4
Friedrich Kraus,SPD,4
Reinhold Kreitmeyer,FDP,4
Hans Krüger,CDU,4
Ewald Krümmer,FDP,4
Heinz Kühn,SPD,4
Walther Kühn,FDP,4
Josef Kurtz,CDU,4
Georg Lang,CSU,4
Werner Lenz,SPD,4
Gottfried Leonhard,CDU,4
Josef Lermer,CSU,4
Karl Löbe,FDP,4
Adolf Ludwig,SPD,4
Johannes Lücke,SPD,4
Karl-Heinz Lünenstraß,SPD,4
Konrad Mälzig,FDP,4
Josef Maier,CDU,4
Georg Manteuffel-Szoege,CSU,4
Robert Margulies,FDP,4
Oskar Matzner,SPD,4
Josef Menke,CDU,4
Walter Menzel,SPD,4
Rudolf Metter,SPD,4
Erich Meyer,SPD,4
Ernst Wilhelm Meyer,SPD,4
Philipp Meyer,CSU,4
Klaus Mühlen,FDP,4
Hans Müller,SPD,4
Franzjosef Müser,CDU,4
Leonhard Murr,FDP,4
Kurt Neubauer,SPD,4
Erich Peter Neumann,CDU,4
Wilhelm Nieberg,CDU,4
Uwe-Jens Nissen,SPD,4
Theodor Oberländer,CDU,4
Richard Oetzel,CDU,4
Wilhelm Ohlemeyer,SPD,4
Erich Ollenhauer,SPD,4
Maria Pannhoff,CDU,4
Robert Pferdmenges,CDU,4
Walter Pflaumbaum,CDU,4
Arnold Poepke,CDU,4
Kurt Pohle,SPD,4
Hans-Jürgen Pohlenz,SPD,4
Moritz-Ernst Priebe,SPD,4
Willy Max Rademacher,FDP,4
August Ramminger,CSU,4
Hans Rauhaus,CDU,4
Luise Rehling,CDU,4
Gerhard Reichhardt,SPD,4
Carl Reinhard,CDU,4
Richard Reitzner,SPD,4
Walter Rieger,FDP,4
Heinrich Georg Ritzel,SPD,4
Carl Roesch,SPD,4
Franz Ruland,CSUS,4
Heinrich Scheppmann,CDU,4
Josef Scheuren,SPD,4
Josef Schlick,CDU,4
Georg Schneider,CDU,4
Heinrich Schneider,FDP,4
Kurt Schröder,SPD,4
Hans Schütz,CSU,4
Klaus Schütz,SPD,4
Werner Schwarz,CDU,4
Roland Seffrin,CDU,4
Franz Seidl,CSU,4
Friedrich Soetebier,FDP,4
Robert Stauch,CDU,4
Anton Storch,CDU,4
Otto Striebeck,SPD,4
Gustav Sühler,CSU,4
Ernst Supf,FDP,4
Hanns Theis,SPD,4
Arnold Verhoeven,CDU,4
Elisabeth Vietje,CDU,4
Rudolf Vogel,CDU,4
Gerhard Wacher,CSU,4
Friedrich Wilhelm Wagner,SPD,4
Fritz Weber,FDP,4
Helene Weber,CDU,4
Karl Weber,CDU,4
Heinz Wegener,SPD,4
Heinrich Wehking,CDU,4
Otto Weinkamm,CSU,4
Paul Weinzierl,CSU,4
Emmi Welter,CDU,4
Ernst Weltner,SPD,4
Friedrich Winter,CSU,4
Ladislaus Winterstein,SPD,4
Franz Wittmann,CSU,4
Kurt Wittmer-Eigenbrodt,CDU,4
Karl Wittrock,SPD,4
Alois Zimmer,CDU,4
Else Zimmermann,SPD,4
Georg-August Zinn,SPD,4
Ernst Zühlke,SPD,4
Raban Adelmann,CDU,3
Lisa Albrecht,SPD,3
Wilhelm Altvater,SPD,3
Karl Arnold,CDU,3
Robert Bach,SPD,3
Siegfried Bärsch,SPD,3
Wolfgang Bartels,CDU,3
Friedrich Bauereisen,CSU,3
Valentin Baur,SPD,3
Max Becker,FDP,3
Arno Behrisch,SPD,3
Franziska Bennemann,SPD,3
Bernhard Gerhard Bergmeyer,CDU,3
Emil Bettgenhäuser,SPD,3
Franz Blücher,DP,3
Else Brökelschen,CDU,3
Josef Brönner,CDU,3
Johannes Brüns,CDU,3
Johannes Caspers,CDU,3
Adolf Cillien,CDU,3
Kurt Conrad,SPD,3
Hans Demmelmeier,CSU,3
Georg Dewald,SPD,3
Anton Diel,SPD,3
Jakob Diel,CDU,3
Otto Dowidat,FDP,3
Anton Eberhard,FDP,3
Hermann A. Eplée,CDU,3
Hermann Eplée,CDU,3
Peter Etzenbach,CDU,3
August-Martin Euler,DP,3
Otto Feury,CSU,3
Alfred Frenzel,,3
Lotte Friese-Korn,FDP,3
Gustav Fuchs,CSU,3
Mathilde Gantenberg,CDU,3
Hugo Geiger,CSU,3
Robert Geritzmann,SPD,3
Fritz Glahn,FDP,3
Alfred Gleisner,SPD,3
Josef Gockeln,CDU,3
Hermann Mathias Görgen,CSUS,3
Otto Heinrich Greve,SPD,3
Wilhelm Gülich,SPD,3
Karl Hackethal,CDU,3
Dietrich Hahne,CDU,3
Fritz Heinrich,SPD,3
Fritz Hellwig,CDU,3
Georg Henckel von Donnersmarck,CSU,3
Hellmuth Guido Alexander Heye,CDU,3
Wilhelm Höck,CDU,3
Heinrich Höcker,SPD,3
Eugen Huth,CDU,3
Artur Jahn,CDU,3
Hans Jahn,SPD,3
Pascual Jordan,CDU,3
Hubert Jungherz,SPD,3
Dietrich Keuning,SPD,3
Georg Richard Kinat,SPD,3
Peterheinrich Kirchhoff,CDU,3
Gerhard Kisters,CDU,3
Wolfgang Klausner,CSU,3
Elfriede Hamelbeck,CDU,3
Elfriede Klemmert,CDU,3
Hermann Koch,CDU,3
Otto Köhler,FDP,3
Wilhelm Königswarter,SPD,3
Waldemar Kraft,CDU,3
Angelo Kramel,CSU,3
Gerhard Kreyssig,SPD,3
Ludwig Kroll,CDU,3
Caspar Krüger,CDU,3
Walter Kühlthau,CDU,3
August Kunst,CDU,3
Johannes Kunze,CDU,3
Wilhelm Lantermann,SPD,3
Walter Leiske,CDU,3
Paul Leverkuehn,CDU,3
Hanns-Gero Lindeiner,CDU,3
Hermann Lindrath,CDU,3
Heinrich Lübke,CDU,3
Marie-Elisabeth Lüders,FDP,3
Wilhelm Adam Lulay,CDU,3
Friedrich Maier,SPD,3
Reinhold Maier,FDP,3
Heinz Matthes,DP,3
Karl Meitmann,SPD,3
Wilhelm Mellies,SPD,3
Friedrich Mensing,CDU,3
Emmy Meyer-Laule,SPD,3
Franz Meyers,CDU,3
Richard Muckermann,CDU,3
Franz Mühlenberg,CDU,3
Oskar Munzinger,SPD,3
Frieda Nadig,SPD,3
August Neuburger,CDU,3
Maria Niggemeyer,CDU,3
Willy Odenthal,SPD,3
Josef Oesterle,CSU,3
Georg Pelster,CDU,3
Ernst Pernoll,CDU,3
Carl Pietscher,CDU,3
Carl Prennel,SPD,3
Victor-Emanuel Preusker,CDU,3
Wilhelm Probst,DP,3
Severin Fritz Pütz,SPD,3
Werner Pusch,SPD,3
Hugo Rasch,SPD,3
Ludwig Ratzel,SPD,3
Rudolf Recktenwald,SPD,3
Eckhard Reith,CDU,3
Hugo Rimmelspacher,SPD,3
Georg Ripken,DP,3
Ernst Rodiek,SPD,3
Julie Rösch,CDU,3
Hans-Carl Rüdel,CDU,3
Heinrich-Wilhelm Ruhnke,SPD,3
Fritz Schäffer,CSU,3
Hugo Scharnberg,CDU,3
Ernst Scharnowski,SPD,3
Heinrich Schild,CDU,3
Alfred Schliestedt,SPD,3
Cläre Schmitt,CDU,3
Ludwig Schneider,CDU,3
Helmuth Schranz,,3
Nikolaus Schreiner,SPD,3
Richard Schröter,SPD,3
Josef Schüttler,CDU,3
Hubert Schulze-Pellengahr,CDU,3
Theodor Siebel,CDU,3
Karl Simpfendörfer,CDU,3
August Spies,CDU,3
Willy Stahl,FDP,3
Viktoria Steinbiß,CDU,3
Carl Stenger,SPD,3
Georg Stierle,SPD,3
Leo Storm,CDU,3
Heinrich Sträter,SPD,3
Emil Theil,SPD,3
Otto Walpert,SPD,3
Philipp Wehr,SPD,3
Friedrich Werber,CDU,3
Rudolf Will,FDP,3
Herbert Wolff,CDU,3
Jeanette Wolff,SPD,3
Josef Worms,CDU,3
Johannes Albers,CDU,2
Ernst Albrecht,CDU,2
Otto Arnholz,SPD,2
Wilhelm Banse,SPD,2
Heinrich Barlage,CDU,2
Walter Bartram,CDU,2
Fritz Becker,DP,2
Reinhold F. Bender,GB/ BHE,2
Reinhold Bender,GB/ BHE,2
Hermann Berg,FDP,2
Martin Blank,FDP,2
Paul Bock,CDU,2
Hans Böhm,SPD,2
Franz Böhner,DZP,2
Josef Brenner,CDU,2
Johannes Brockmann,DZP,2
Walter Brookmann,CDU,2
Ernst-Christoph Brühler,DP,2
Karl Buchka,CDU,2
Dietrich Bürkel,CDU,2
Fritz Czermak,FDP,2
Otto Dannebom,SPD,2
Robert Dannemann,FDP,2
Robert Daum,SPD,2
Karl Diedrichsen,CDU,2
Maria Dietz,CDU,2
Anton Donhauser,CSU,2
Walter Drechsel,FDP,2
Heinrich Eckstein,CDU,2
Hermann Ehlers,CDU,2
Rudolf Eickhoff,DP,2
Martin Elsner,GB/ BHE,2
Hans-Egon Engell,GB/ BHE,2
Oskar Farny,CDU,2
Heinrich Fassbender,FDP,2
Aloys Feldmann,CDU,2
Erwin Feller,GB/ BHE,2
Eduard Fiedler,CDU,2
Eva Gräfin Finckenstein,CDU,2
Erni Finselberger,GB/ BHE,2
Rudolf Freidhof,SPD,2
Hermann Friese,CDU,2
Konrad Frühwald,FDP,2
Elisabeth Ganswindt,CDU,2
Karl Gaul,FDP,2
Wilhelm Gefeller,SPD,2
Heinz Gemein,GB/ BHE,2
Karl Gengler,CDU,2
Alfred Gille,GB/ BHE,2
Heinrich Glasmeyer,CDU,2
Robert Görlinger,SPD,2
Hubertus Golitschek,FDP,2
Benno Graf,CSU,2
Fritz Grantze,CDU,2
Hans Griem,CDU,2
Josef Grunner,SPD,2
Otto Gumrum,CSU,2
Horst Haasler,CDU,2
Richard Hammer,FDP,2
Werner Hansen,SPD,2
Fritz Held,FDP,2
Heinrich Hellwege,DP,2
Hans Henn,FDP,2
Karl Hepp,FDP,2
Karl Hoffmann,FDP,2
Ernst Holla,CDU,2
Michael Horlacher,CSU,2
Margarete Hütter,FDP,2
Herta Ilk,FDP,2
Wilhelm Jentzsch,FDP,2
Hedwig Jochmus,CDU,2
Karl Kahn,CSU,2
Jakob Kaiser,CDU,2
Pia Kaiser,CDU,2
Hugo Karpf,CSU,2
Linus Kather,CDU,2
Wilfried Keller,GB/ BHE,2
Karl Alfred Kihn,CSU,2
Josef Ferdinand Kleindinst,CSU,2
Gustav Klingelhöfer,SPD,2
Otto Klötzer,GB/ BHE,2
Oskar Knapp,CDU,2
Erich Köhler,CDU,2
Georg Körner,GB/ BHE,2
Walther Kolbe,CDU,2
Willi Koops,CDU,2
Johannes Kortmann,CDU,2
Wilhelm Kratz,CDU,2
Lothar Kunz,GB/ BHE,2
Walter Kutschera,GB/ BHE,2
Artur Ladebeck,SPD,2
Karl Lahr,FDP,2
Eugen Leibfried,CDU,2
Christian Leibing,CDU,2
Erich Leitow,SPD,2
Otto Lenz,CDU,2
Gertrud Lockmann,SPD,2
Hubertus Löwenstein-Wertheim-Freudenberg,DP,2
Wilhelm Lotze,CDU,2
Paul Luchtenberg,FDP,2
Gerhard Lütkens,SPD,2
Hasso Manteuffel,FDP,2
Willy Massoth,CDU,2
Hugo Mayer,CDU,2
Trudel Meyer,SPD,2
Rudolf Meyer-Ronnenberg,CDU,2
Rudolf Meyer-Ronberg,CDU,2
Friedrich Middelhauve,FDP,2
Anton Miller,CSU,2
Friedhelm Missmahl,SPD,2
Karl Mocker,GB/ BHE,2
Siegfried Moerchel,CDU,2
Matthias Moll,SPD,2
Wendelin Morgenthaler,CDU,2
Gebhard Müller,CDU,2
Karl Müller,CDU,2
Karl Müller,DP,2
Wilhelm Naegel,CDU,2
Fritz Neumayer,FDP,2
Fritz Ohlig,SPD,2
Alfred Onnen,FDP,2
Franz Op den Orth,SPD,2
Eduard Orth,CDU,2
Luise Peter,SPD,2
Helmut Petersen,GB/ BHE,2
Karl Georg Pfleiderer,FDP,2
Eduard Platner,DP,2
Gisela Praetorius,CDU,2
Ludwig Preller,SPD,2
Hermann Pünder,CDU,2
Paul Putzig,SPD,2
Bernhard Raestrup,CDU,2
Willy Reichstein,GB/ BHE,2
Hans Reif,FDP,2
Willi Richter,SPD,2
Max Riederer von Paar,CSU,2
Walter Rinke,CSU,2
Franz Josef Röder,CDU,2
Oskar Rümmele,CDU,2
Hermann Runge,SPD,2
Wilmar Sabaß,CDU,2
Anton Sabel,CDU,2
Adolf Franz Samwer,CDU,2
Walter Sassnick,SPD,2
Hermann Schäfer,FDP,2
Manfred Schäfer,CDU,2
Lambert Schill,CDU,2
Hanns Schloß,FDP,2
Karlfranz Schmidt-Wittmack,CDU,2
Franz Schneider,CVP,2
Joachim Schöne,SPD,2
Rudolf Schrader,CDU,2
Louise Schroeder,SPD,2
Hans Schuberth,CSU,2
Fritz Schuler,CDU,2
Hermann Schwann,FDP,2
Erich Schwertner,DPS,2
Frank Seiboth,GB/ BHE,2
Paul Sornik,GB/ BHE,2
Max Spörl,CSU,2
Karl Spreti,CSU,2
Ernst Srock,GB/ BHE,2
Artur Stegner,FDP,2
